surah_no,ayah_no,text
6,70,"المقصود من العباد أن يُخْلِصوا لله الدين بأن يعبُدوه وحدَه لا شريك له ويبذُلوا مقدورَهم في مرضاتِهِ ومَحَابِّه، وذلك متضمِّن لإقبال القلب على الله وتوجُّهه إليه وكون سعي العبد نافعاً، وجِدًّا لا هزلاً، وإخلاصاً لوجه الله لا رياء وسمعة، هذا هو الدين الحقيقي الذي يُقالُ له:دينٌ، فأما من زعم أنه على الحقِّ، وأنه صاحب دين وتقوى، وقد اتَّخذ دينه لعباً ولهواً؛ بأنْ لَهَا قلبُهُ عن محبة الله ومعرفته، وأقبل على كلِّ ما يضرُّه، ولَهَا في باطله، ولعب فيه ببدنِهِ؛ لأن العمل والسعي إذا كان لغير الله؛ فهو لعبٌ؛ فهذا أمر الله تعالى أن يُتْرَكَ ويحذرَ ولا يغترَّ به، وتنظر حاله، ويحذر من أفعاله ، ولا يغتر بتعويقه عما يقرب إلى الله.{وذكِّر به}؛ أي: ذكِّر بالقرآن ما ينفع العباد أمراً وتفصيلاً وتحسيناً له بذكر ما فيه من أوصاف الحسن، وما يضرُّ العباد نهياً عنه وتفصيلاً لأنواعه وبيان ما فيه من الأوصاف القبيحة الشنيعة الداعية لتركِهِ، وكلُّ هذا لئلا تُبْسَلَ نفسٌ بما كَسَبَتْ؛ أي: قبل اقتحام العبد للذنوب وتجرُّئِهِ على علاَّم الغيوب واستمراره على ذلك المرهوب؛ فذكِّرْها وَعِظْهَا لترتدعَ وتنزجرَ وتكفَّ عن فعلها.
وقوله:{ليس لها من دونِ الله وليٌّ ولا شفيعٌ}؛ أي: قبل أن تحيطَ بها ذنوبُها ثم لا ينفعُها أحدٌ من الخلق لا قريبٌ ولا صديقٌ ولا يتولاَّها من دون الله أحدٌ ولا يشفع لها شافعٌ. {وإن تَعۡدِلۡ كلَّ عَدۡل}؛ أي: تفتدي بكل فداءٍ ولو بملء الأرض ذهباً {لا يُؤۡخَذۡ منها}؛ أي: لا يُقبل ولا يُفيد. {أولئك}: الموصوفون بما ذُكِرَ {الذين أُبۡسِلوا}؛ أي: أهلِكوا وأيسوا من الخير، وذلك {بما كَسَبوا لهم شرابٌ من حميم}؛ أي: ماء حارٌّ قد انتهى حرُّه يَشْوي وجوههم ويقطع أمعاءهم {وعذابٌ أليمٌ بما كانوا يكفرون}."
6,71,"{قل} يا أيها الرسولُ للمشركين بالله، الداعين معه غيرَه، الذين يدعونكم إلى دينهم؛ مبيناً وشارحاً لوصف آلهتهم التي يكتفي العاقل بذِكْرِ وصفها عن النهي عنها؛ فإنَّ كلَّ عاقل إذا تصوَّر مذهب المشركين؛ جزم ببطلانِهِ قبل أن تُقام البراهين على ذلك، فقال:{أنَدۡعو من دونِ الله ما لا يَنفَعُنا ولا يضرُّنا}؟ وهذا وصفٌ يدخل فيه كلُّ من عُبِدَ من دون الله؛ فإنه لا ينفع ولا يضرُّ، وليس له من الأمر شيء، إن الأمر إلا لله. {ونُرَدُّ على أعقابنا بعد إذ هدانا الله}؛ أي: وننقلب بعد هداية الله لنا إلى الضلال، ومن الرشد إلى الغيِّ، ومن الصراط الموصل إلى جنات النعيم إلى الطرق التي تُفْضي بسالِكِها إلى العذاب الأليم!! فهذه حالٌ لا يرتضيها ذو رشدٍ، وصاحبها {كالذي استهوتۡه الشياطينُ في الأرض}؛ أي: أضلَّته وتيَّهته عن طريقه ومنهجه الموصل إلى مقصده، فبقي {حيرانَ له أصحابٌ يدعونَه إلى الهدى}، والشياطين يدعونه إلى الردى، فبقي بين الداعيين حائراً، وهذه حال الناس كلِّهم؛ إلا من عصمه الله تعالى؛ فإنهم يجدون فيهم جواذب ودواعي متعارضة؛ داعي الرسالة والعقل الصحيح والفطرة المستقيمة يدعونَه إلى الهدى والصعود إلى أعلى عليين، ودواعي الشيطان ومن سَلَكَ مسلَكَه والنفس الأمارة بالسوء يدعونه إلى الضلال والنزول إلى أسفل سافلين؛ فمن الناس من يكونُ مع دواعي الهدى في أمورِهِ كلِّها أو أغلبها، ومنهم من بالعكس من ذلك، ومنهم من يتساوى لديه الداعيانِ ويتعارضُ عندَهُ الجاذبانِ، وفي هذا الموضع تعرف أهل السعادة من أهل الشقاوة.
وقوله:{قل إن هدى الله هو الهدى}؛ أي: ليس الهدى إلا الطريق التي شرعها الله على لسان رسوله، وما عداه فهو ضلالٌ وردىً وهلاكٌ. {وأُمِرۡنا لِنُسۡلِمَ لربِّ العالمينَ}: بأنْ ننقادَ لتوحيدِهِ ونستسلمَ لأوامرِهِ ونواهيهِ وندخلَ تحت [رِقٍّ] عبوديَّته؛ فإنَّ هذا أفضل نعمة أنعم الله بها على العباد، وأكمل تربية أوصلها إليهم."
6,72,"{وأن أقيموا الصلاة}؛ أي: وأُمِرْنا أن نقيمَ الصلاة بأركانها وشروطها وسننها ومكمِّلاتها، {واتَّقوه}: بفعل ما أمر به واجتناب ما عنه نهى. {وهو الذي إليه تُحشرون}؛ أي: تجمعون ليوم القيامة، فيجازيكم بأعمالكم خيرها وشرها."
6,73,"{وهو الذي خلق السموات والأرض بالحقِّ}: ليأمرَ العباد وينهاهم ويثيبَهم ويعاقِبَهم، {ويومَ يقولُ كُن فيكونُ قولُهُ الحقُّ}: الذي لا مِرْيَةَ فيه ولا مثنوية ولا يقولُ شيئاً عبثاً. {وله الملك يوم يُنفخ في الصور}؛ أي: يوم القيامة خصَّه بالذِّكر مع أنه مالك كل شيء؛ لأنه تنقطع فيه الأملاك، فلا يبقى مَلِكٌ إلا الله الواحد القهار. {عالم الغيب والشهادة وهو الحكيم الخبير}: الذي له الحكمة التامة، والنعمة السابغة، والإحسان العظيم، والعلم المحيط بالسرائر والبواطن والخفايا، لا إله إلا هو، ولا ربَّ سواه."
6,74,"يقول تعالى: واذكُرْ قصة إبراهيم عليه الصلاة والسلام مثنياً عليه ومعظماً في حال دعوته إلى التوحيد ونهيه عن الشرك. {إذ قال إبراهيمُ لأبيه آزَرَ أتتَّخِذُ أصناماً آلهةً}؛ أي: لا تنفع ولا تضرُّ، وليس لها من الأمر شيء، {إني أراك وقومَكَ في ضلال مبينٍ}: حيث عبدتُم مَن لا يستحقُّ من العبادة شيئاً، وتركتُم عبادةَ خاِلقِكُم ورازِقِكم ومدبِّرِكم."
6,75,"{وكذلك}: حين وفَّقناه للتوحيد والدعوة إليه، {نُري إبراهيمَ ملكوتَ السمواتِ والأرضِ}؛ أي: ليرى ببصيرتِهِ ما اشتملتْ عليه من الأدلة القاطعة والبراهين الساطعة، {وَلِيَكونَ من الموقنينَ}: فإنه بحسب قيام الأدلَّة يحصُلُ له الإيقان والعلم التامُّ بجميع المطالب."
6,76,"{فلما جَنَّ عليه الليلُ}؛ أي: أظلم، {رأى كوكباً}: لعله من الكواكب المضيئة؛ لأنَّ تخصيصَه بالذكر يدلُّ على زيادتِهِ عن غيره، ولهذا ـ والله أعلم ـ قال من قال: إنه الزُّهرة، {قال هذا ربي}؛ أي: على وجه التنزُّل مع الخصم؛ أي: هذا ربي؛ فهلمَّ ننظرْ: هل يستحقُّ الربوبيَّة؟ وهل يقوم لنا دليلٌ على ذلك؟ فإنه لا ينبغي لعاقل أن يتَّخذ إلهه هواه بغير حُجَّة ولا برهان، {فلمَّا أفَلَ}؛ أي: غاب ذلك الكوكب، {قال لا أحبُّ الآفلينَ}؛ أي: الذي يغيبُ ويختفي عمَّن عبده؛ فإنَّ المعبود لا بدَّ أن يكون قائماً بمصالح مَن عَبَدَهُ ومدبِّراً له في جميع شؤونه، فأما الذي يَمضي وقتٌ كثيرٌ وهو غائبٌ؛ فمن أين يستحقُّ العبادة، وهل اتِّخاذُهُ إلهاَ إلاَّ من أسفه السَّفه وأبطل الباطل؟!"
6,77,"{فلما رأى القمر بازغاً}؛ أي: طالعاً، ورأى زيادَتَه على نور الكواكب ومخالفته لها، {قال هذا ربِّي}: تنزُّلاً، {فلمَّا أفَلَ قال لَئِن لَمۡ يَهۡدِني ربِّي لأكوننَّ من القوم الضالين}: فافتقر غاية الافتقار إلى هداية ربِّه، وعلم أنه إن لم يهدِهِ الله؛ فلا هاديَ له، وإن لم يُعِنْه على طاعته؛ فلا معين له."
6,78,"{فلما رأى الشمس بازغةً قال هذا ربِّي هذا أكبرُ}: من الكوكب ومن القمر، {فلما أفلتۡ}: تقرَّر حينئذٍ الهُدى، واضمحل الرَّدى فـ {قال يا قوم إني بريءٌ مما تشركونَ}: حيث قام البرهانُ الصادق الواضح على بطلانِهِ."
6,79,"{إني وجهتُ وجهيَ للذي فطر السمواتِ والأرضَ حنيفاً}؛ أي: لله وحده، مقبلاً عليه، معرضاً عن من سواه، {وما أَنَا من المشركين}: فتبرَّأ من الشرك، وأذعن بالتوحيد، وأقام على ذلك البرهان.
وهذا الذي ذكرنا في تفسير هذه الآيات هو الصواب، وهو أنَّ المقامَ مقامُ مناظرةٍ من إبراهيم لقومِهِ وبيانُ بطلان إلهيَّة هذه الأجرام العلويَّة وغيرها، وأما من قال: إنه مقامُ نظرٍ في حال طفوليَّته؛ فليس عليه دليلٌ."
6,80,"{وحاجَّه قومُه قال أتُحاجُّونِّي في الله وقد هدانِ}: أيُّ فائدةٍ لمحاجَّة من لم يتبيَّنْ له الهدى؟ فأما من هداه الله ووصلَ إلى أعلى درجات اليقين؛ فإنه هو بنفسه يدعو الناس إلى ما هو عليه. {ولا أخافُ ما تشرِكونَ به}: فإنَّها لن تضرَّني ولن تمنعَ عني من النفع شيئاً، {إلَّا أن يشاء ربِّي شيئاً وَسِعَ ربِّي كلَّ شيءٍ علماً أفلا تتذكَّرونَ}: فتعلمون أنه وحدَه المعبودُ المستحقُّ للعبودية."
6,81,"{وكيف أخاف ما أشركتم}: وحالُها حالُ العجز وعدم النفع، {ولا تخافونَ أنَّكم أشركتُم بالله ما لم ينزِّلۡ به عليكم سلطاناً}؛ أي: إلا بمجرَّد اتِّباع الهوى؟! {فأيُّ الفريقين أحقُّ بالأمن إن كنتُم تعلمونَ}؟!"
6,82,"قال الله تعالى فاصلاً بين الفريقين: {الذين آمنوا ولم يلبِسوا}؛ أي: يخلُطوا {إيمانَهم بظُلۡم أولئك لهمُ الأمنُ وهم مهتدونَ}: الأمنُ من المخاوف والعذاب والشقاء، والهداية إلى الصراط المستقيم؛ فإن كانوا لم يلبِسوا إيمانَهم بظلم مطلقاً لا بشركٍ ولا بمعاصٍ؛ حصل لهم الأمنُ التامُّ والهداية التامَّة، وإن كانوا لم يلبِسوا إيمانَهم بالشرك وحده، ولكنَّهم يعملون السيئاتِ؛ حصل لهم أصلُ الهداية وأصل الأمنِ، وإن لم يحصل لهم كمالها. ومفهوم الآية الكريمة: أنَّ الذين لم يحصُل لهم الأمران؛ لم يحصُل لهم هدايةٌ ولا أمنٌ، بل حظُّهم الضلالُ والشقاءُ."
6,83,"ولما حكم لإبراهيم عليه السلام بما بيَّن به من البراهين القاطعة قال: {وتلكَ حُجَّتُنا آتَيۡناها إبراهيمَ على قومِهِ}؛ أي: علا بها عليهم وفلجهم بها. {نرفعُ درجاتٍ من نشاءُ}: كما رفعنا درجاتِ إبراهيم عليه السلام في الدنيا والآخرة؛ فإنَّ العلم يرفعُ اللهُ به صاحِبَه فوق العباد درجاتٍ، خصوصاً العالم العامل المعلِّم؛ فإنه يجعلُه الله إماماً للناس بحسب حاله، تُرمق أفعالُهُ، وتُقتفى آثارُه، ويُستضاء بنوره، ويُمشى بعلمه في ظلمة ديجوره؛ قال تعالى:{يرفع اللهُ الذين آمنوا منكم والذين أوتوا العلم درجات}. {إنَّ ربَّك حكيمٌ عليمٌ}: فلا يضعُ العلم والحكمةَ إلاَّ في المحلِّ اللائق بها، وهو أعلم بذلك المحلِّ، وبما ينبغي له.
لما ذكر الله تعالى عبده وخليله إبراهيم عليه السلام، وذكر ما منَّ الله عليه به من العلم والدعوة والصبر؛ ذكر ما أكرمه الله به من الذُّرِّيَّة الصالحة والنسل الطيب وأنَّ الله جعل صفوةَ الخلق من نسلِهِ، وأعْظِمْ بهذه المنقبة والكرامة الجسيمة التي لا يُدْرَكُ لها نظيرٌ!! فقال:"
6,84,"{ووهبنا له إسحاقَ ويعقوبَ}: ابنه الذي هو إسرائيلُ أبو الشعب الذي فضَّله الله على العالمين، {كُلًّا} منهما هَدَيْناهُ الصراطَ المستقيم في علمه وعمله، و {نوحاً} هديناهُ {من قبلُ}، وهدايته من أعلى أنواع الهدايات الخاصة التي لم تحصَلْ إلا لأفرادٍ من العالم، وهم أولو العزم من الرسل، الذي هو أحدهم، {ومن ذُرِّيَّتِهِ} ـ: يُحتمل أنَّ الضمير عائدٌ إلى نوح؛ لأنه أقرب مذكور، ولأن الله ذكر مع مَن ذَكَرَ لوطاً، وهو من ذُرِّيَّةِ نوح لا من ذُرِّيَّة إبراهيم؛ لأنه ابن أخيه، ويحتمل أن الضمير يعود إلى إبراهيم؛ لأنَّ السياق في مدحه والثناء عليه، ولوطٌ وإن لم يكن من ذُرِّيَّتِهِ؛ فإنه ممَّن آمن على يده، فكان منقبةُ الخليل وفضيلتُه بذلك أبلغَ من كونه مجردَ ابن له. ـ {داودَ وسليمانَ} ابنَ داود {وأيوبَ ويوسفَ} ابن يعقوبَ {وموسى وهارون} ابني عِمْران. {وكذلك}: كما أصلحنا ذُرِّيَّة إبراهيم الخليل لأنَّه أحسن في عبادة ربِّه وأحسن في نفع الخلق، كذلك {نَجۡزي المحسنين}: بأن نجعلَ لهم من الثناء الصدق والذُّرِّيَّة الصالحة بحسب إحسانهم."
6,85,"{وزكريا ويحيى}: ابنه، {وعيسى} ابن مريم، {وإلياس كلٌّ}: من هؤلاء {من الصالحين}: في أخلاقهم وأعمالهم وعلومهم، بل هم سادةُ الصالحين وقادتِهم وأئمتهم."
6,86,"{وإسماعيل} ابن إبراهيم، أبو الشعب الذي هو أفضل الشعوب، وهو الشعب العربي، ووالد سيد ولد آدم محمد - صلى الله عليه وسلم -، {ويونُس} ابن متى، {ولوطاً} ابن هارون أخي إبراهيم، {وكلًّا}: من هؤلاء الأنبياء والمرسلين {فضَّلۡنا على العالمين}: لأن درجات الفضائل أربع، وهي التي ذكرها الله بقوله:{ومَن يُطِع اللهَ والرَّسولَ فأولئكَ مع الذين أنعمَ اللهُ عليهم من النبيِّين والصدِّيقين والشهداء والصالحين}: فهؤلاء من الدرجة العليا، بل هم أفضل الرسل على الإطلاق، فالرسل الذين قصَّهم الله في كتابه أفضلُ ممَّن لم يَقْصُصْ علينا نبأهم بلا شك."
6,87,"{ومن آبائهم}؛ أي: آباء هؤلاء المذكورين، {وذُرِّيَّاتهم وإخوانهم}؛ أي: وهدينا من آباء هؤلاء وذُرِّيَّاتهم وإخوانهم، {واجتبيناهم}؛ أي: اخترناهم، {وهديناهُم إلى صراط مستقيم}.
{88 ـ 89}{ذلك}: الهدى المذكور {هُدى الله}: الذي لا هدى إلا هداه. {يهدي به من يشاءُ من عبادِهِ}: فاطلبوا منه الهُدى؛ فإنّه إنْ لم يهدِكُم؛ فلا هادي لكم غيره، وممن شاء هدايته هؤلاء المذكورين. {ولو أشركوا}: على الفَرَض والتقدير، {لَحَبِطَ عنهم ما كانوا يعملون}: فإن الشرك محبطٌ للعمل موجبٌ للخلودِ في النار؛ فإذا كان هؤلاء الصفوة الأخيار لو أشركوا ـ وحاشاهم ـ لحبطتْ أعمالُهم؛ فغيرُهم أولى."
6,88,6:84
6,89,6:84
6,90,"{أولئك}: المذكورون {الذين هدى الله فبهداهُمُ اقۡتَدِهۡ}؛ أي: امش أيها الرسول، الكريمُ خلفَ هؤلاءِ الأنبياءِ الأخيارِ واتَّبعْ ملتَهم. وقد امتثل - صلى الله عليه وسلم - فاهتدى بهدي الرسل قبله، وجمع كلَّ كمال فيهم، فاجتمعت لديه فضائل وخصائص فاق بها جميع العالمين، وكان سيد المرسلين وإمام المتقين صلوات الله وسلامه عليه وعليهم أجمعين. وبهذا الملحظ استدلَّ بهذه من استدلَّ من الصحابة أن رسول الله - صلى الله عليه وسلم - أفضل الرسل كلهم، {قل} للذين أعرضوا عن دعوتك: {لا أسألكم عليه أجراً}؛ أي: لا أطلبُ منكم مغرماً ومالاً جزاء عن إبلاغي إياكم ودعوتي لكم، فيكون من أسباب امتناعكم، إنْ أجري إلاَّ على الله. {إنۡ هو إلا ذِكرى للعالمين}: يتذكَّرون به ما ينفعُهم فيفعلونَه وما يضُرُّهم فيذرونَه، ويتذكَّرون به معرفةَ ربِّهم بأسمائه وأوصافه، ويتذكَّرون به الأخلاق الحميدةَ والطُّرق الموصلة إليها، والأخلاق الرذيلة والطرق المفضية إليها؛ فإذا كان ذكرى للعالمين؛ كان أعظم نعمة أنعم الله بها عليهم، فعليهم قبولها، والشكر عليها."
6,91,"هذا تشنيعٌ على من نفى الرسالة من اليهود والمشركين وزَعَمَ أنَّ الله ما أنزل على بشر من شيء؛ فمن قال هذا؛ فما قَدَرَ الله حقَّ قدرِهِ ولا عظَّمه حقَّ عظمته؛ إذ هذا قدحٌ في حكمته، وزعمٌ أنه يترك عباده هملاً لا يأمرهم ولا ينهاهم، ونفيٌ لأعظم مِنَّةٍ امْتَنَّ الله بها على عباده، وهي الرسالة التي لا طريق للعباد إلى نيل السعادة والكرامة والفلاح إلا بها؛ فأيُّ قدح في الله أعظم من هذا؟!{قل} لهم ملزماً بفساد قولهم وقَرِّرْهم بما به يُقِرُّون: {من أنزل الكتابَ الذي جاء به موسى}: وهو التوراة العظيمة {نوراً}: في ظلمات الجهل، {وهدىً}: من الضلالة، وهادياً إلى الصراط المستقيم علماً وعملاً، وهو الكتاب الذي شاع وذاع وملأ ذكرُهُ القلوب والأسماع، حتى إنهم جعلوا يتناسَخونه في القراطيس ويتصرَّفون فيه بما شاؤوا؛ فما وافق أهواءهم منه؛ أبدَوْه وأظهروه، وما خالف ذلك؛ أخفَوْه وكتموه، وذلك كثير. {وعُلِّمۡتُم}: من العلوم التي بسبب ذلك الكتاب الجليل {ما لم تعلموا أنتم ولا آباؤكم}.
فإذا سألتهم عن من أنزل هذا الكتاب الموصوف بتلك الصفات؛ فأجب عن هذا السؤال و {قلِ اللهُ}: الذي أنزله، فحينئذٍ يتضح الحق، وينجلي مثل الشمس؛ وتقوم عليهم الحجة. {ثم} إذا ألزمتهم بهذا الإلزام {ذَرۡهم في خوضِهِم يلعبونَ}؛ أي: اتركهم يخوضوا في الباطل ويلعبوا بما لا فائدةَ فيه حتى يُلاقوا يومَهم الذي يوعدون."
6,92,"أي: {وهذا}: القرآن الذي {أنزلناه} إليك {مباركٌ}؛ أي: وصفه البركة، وذلك لكثرة خيراتِهِ وسعة مَبَرَّاتِهِ {مصدقُ الذي بين يديه}؛ أي: موافقٌ للكتب السابقة وشاهدٌ لها بالصدق، {ولِتُنذِرَ أمَّ القُرى ومن حولَها}؛ أي: وأنزلناه أيضاً لتنذرَ أمَّ القرى ـ وهي مكة المكرمة ـ ومن حولها من ديار العرب، بل ومن سائر البلدان، فتحذِّر الناس عقوبة الله وأخذه الأمم، وتحذِّرهم مما يوجب ذلك. {والذين يؤمنون بالآخرة يؤمنون به}: لأنَّ الخوف إذا كان في القلب؛ عمرتْ أركانُهُ وانقادَ لمراضي الله، {وهم على صلاتهم يحافظونَ}؛ أي: يداومون عليها ويحفظون أركانها وحدودَها وشروطها وآدابها ومكمِّلاتها. جعلنا الله منهم."
6,93,"يقول تعالى: لا أحد أعظم ظلماً ولا أكبر جُرماً ممَّن كَذَبَ على الله بأن نسب إلى الله قولاً أو حكماً وهو تعالى بريء منه، وإنما كان هذا أظلم الخلق؛ لأن فيه من الكذب وتغيير الأديان أصولها وفروعها ونسبة ذلك إلى الله ما هو من أكبر المفاسد، ويدخل في ذلك ادِّعاء النبوة، وأنَّ الله يوحي إليه، وهو كاذب في ذلك؛ فإنَّه مع كذبه على الله وجرأته على عظمته وسلطانه يوجب على الخلق أن يتَّبِعوه ويجاهِدَهم على ذلك ويستحلَّ دماء مَن خالفه وأموالهم. ويدخل في هذه الآية كلُّ من ادَّعى النبوة كمسيلمة الكذاب والأسود العنسي والمختار وغيرهم ممن اتصف بهذا الوصف. {ومن قال سأنزِلُ مثلَ ما أنزلَ الله}؛ أي: ومن أظلم ممَّن زعم أنه يقدر على ما يقدر الله عليه ويجاري الله في أحكامه ويشرعُ من الشرائع كما يشرعه الله. ويدخل في هذا كل من يزعم أنه يقدِرُ على معارضة القرآن، وأنَّه في إمكانه أن يأتي بمثله! وأي ظلم أعظمُ من دعوى الفقير العاجز بالذات الناقص من كل وجه، مشاركةَ القوي الغني الذي له الكمال المطلق من جميع الوجوه في ذاته وأسمائه وصفاته؟!
ولما ذمَّ الظالمين؛ ذَكَرَ ما أعدَّ لهم من العقوبة في حال الاحتضار ويوم القيامة، فقال:{وَلَوۡ تَرى إذ الظالمونَ في غَمَراتِ الموتِ}؛ أي: شدائدِهِ وأهواله الفظيعة وكُرَبه الشنيعة؛ لرأيت أمراً هائلاً وحالةً لا يقدر الواصف أن يصفها. {والملائكة باسطو أيديهم}: إلى أولئك الظالمين المحتضرينَ بالضَّرب والعذاب؛ يقولون لهم عند منازعة أرواحهم وقلقها وتعصِّيها عن الخروج من الأبدان:{أخۡرِجوا أنفُسَكُم اليومَ تُجۡزَوۡنَ عذاب الهُونِ}؛ أي: العذاب الشديد الذي يُهينكم ويُذِلُّكم، والجزاء من جنس العمل؛ فإنَّ هذا العذاب {بما كُنتم تقولونَ على الله غير الحقِّ}: من كذبِكم عليه وردِّكم للحقِّ الذي جاءت به الرسل، {وكنتُم عن آياتِهِ تستكبرونَ}؛ أي: تَرَفَّعُون عن الانقياد لها والاستسلام لأحكامها.
وفي هذا دليل على عذاب البرزخ ونعيمه؛ فإنَّ هذا الخطاب والعذاب الموجه إليهم إنما هو عند الاحتضار وقُبيل الموت وبعده. وفيه دليل على أن الرُّوح جسم يدخُلُ، ويخرُجُ، ويخاطَب، ويساكِن الجسد، ويفارقه."
6,94,"فهذه حالهم في البرزخ، وأما يوم القيامة؛ فإنهم إذا وردوها؛ وردوها مفلسين فرادى بلا أهل ولا مال ولا أولاد ولا جنودٍ ولا أنصارٍ؛ كما خلقهم الله أول مرة، عارين من كل شيء؛ فإن الأشياء إنما تُتَمَوَّلُ وتحصُل بعد ذلك بأسبابها التي هي أسبابها، وفي ذلك اليوم تنقطع جميع الأمور التي كانت مع العبد في الدنيا سوى العمل الصالح والعمل السيئ الذي هو مادة الدار الآخرة الذي تنشأ عنه ويكون حسنها وقبحها وسرورها وغمومها وعذابها ونعيمها بحسب الأعمال؛ فهي التي تنفع أو تضرُّ وتسوء أو تسرُّ، وما سواها من الأهل والولد والمال والأنصار فعواري خارجية وأوصاف زائلة وأحوال حائلة، ولهذا قال تعالى:{ولقد جئتُمونا فُرادى كما خلقۡناكم أولَ مرةٍ وتركتُم ما خوَّلۡناكم}؛ أي: أعطيناكُم وأنعمنا به عليكم {وراءَ ظهورِكم}: لا يُغنون عنكم شيئاً، {وما نرى معكم شُفعاءَكُم الذين زعمتُم أنهم فيكم شركاءُ}: فإن المشركين يشركون بالله ويعبُدون معه الملائكة والأنبياء والصالحين وغيرهم، وهم كلُّهم لله، ولكنهم يجعلون لهذه المخلوقات نصيباً من أنفسهم وشركة في عبادتهم، وهذا زعمٌ منهم وظلمٌ؛ فإن الجميع عبيد لله، والله مالكهم والمستحقُّ لعبادتهم؛ فشركُهم في العبادة وصرفها لبعض العبيد تنزيلٌ لهم منزلة الخالق المالك، فيوبَّخون يوم القيامة، ويُقال لهم هذه المقالة {ما نرى معكم شفعاءَكم الذين زعمتُم أنهم فيكم شركاء لقد تقطَّع بينَكم}؛ أي: تقطَّعت الوصل والأسباب بينكم وبين شركائكم من الشفاعة وغيرها، فلم تنفعْ ولم تُجْدِ شيئاً. {وضلَّ عنكم ما كنتُم تزعُمون}: من الرِّبح والأمن والسعادة والنجاة التي زيَّنها لكم الشيطانُ وحسَّنها في قلوبكم، فنطقتْ بها ألسنتكُم، واغتررتُم بهذا الزعم الباطل الذي لا حقيقةَ له حين تبيَّن لكم نقيضُ ما كنتم تزعُمون، وظهر أنَّكم الخاسرون لأنفسكم وأهليكم وأموالكم."
6,95,"يخبر تعالى عن كماله وعظمةِ سلطانه وقوة اقتداره وسعة رحمته وعموم كرمه وشدة عنايته بخلقه، فقال:{إنَّ الله فالقُ الحبِّ} شاملٌ لسائر الحبوب التي يباشر الناس زرعَها، والتي لا يباشِرونها منها؛ كالحبوب التي يبثها الله في البراري والقفار، فيفلق الحبوب عن الزروع والنوابت على اختلاف أنواعها وأشكالها ومنافعها، ويفلق النوى عن الأشجار من النخيل والفواكه وغير ذلك، فينتفع الخلقُ من الآدميين والأنعام والدواب، ويرتعون فيما فَلَقَ الله من الحبِّ والنوى، ويقتاتون وينتفعون بجميع أنواع المنافع التي جعلها الله في ذلك، ويريهم الله من برِّه وإحسانه ما يبهر العقول ويُذْهِلُ الفحول، ويريهم من بدائع صنعته وكمال حكمته ما به يعرفونه ويوحِّدونه ويعلمون أنه هو الحقُّ وأن عبادة ما سواه باطلة. {يُخۡرِجُ الحيَّ من الميِّت}: كما يخرِجُ من المنيِّ حيواناً ومن البيضة فرخاً ومن الحبِّ والنوى زرعاً وشجراً، {ومُخۡرِجُ الميِّتِ}: وهو الذي لا نموَّ فيه أو لا روح {من الحيِّ}: كما يخرِجُ من الأشجار والزُّروع النوى والحب، ويخرِجُ من الطائر بيضاً ونحو ذلك. {ذلكم} الذي فعل ما فعل وانفردَ بخلقِ هذه الأشياء وتدبيرِها {اللهُ ربُّكم}؛ أي: الذي له الألوهيَّة والعبادة على خلقه أجمعينَ، وهو الذي ربَّى جميع العالَمين بنعمِهِ وغذَّاهم بكرمه، {فأنَّى تؤفَكونَ}؛ أي: فأنَّى تصرَفون وتَصُدُّون عن عبادة من هذا شأنه إلى عبادة من لا يملك لنفسه نفعاً ولا ضرًّا ولا موتاً ولا حياةً ولا نشوراً؟"
